10,0
10,0.05
10,0.1
10,0.15
10,0.2
10,0.25
10,0.3
10,0.35
10,0.4
10,0.45
10,0.5
10,0.55
10,0.6
10,0.65
10,0.7
10,0.75
10,0.8
10,0.85
10,0.9
10,0.95
10,1
10,1.05
10,1.1
10,1.15
10,1.2
10,1.25
10,1.3
10,1.35
10,1.4
10,1.45
10,1.5
10,1.55
10,1.6
10,1.65
10,1.7
10,1.75
2.45,1.8
2.4,1.85
2.35,1.9
2.3,1.95
2.25,2
2.2,2.05
2.15,2.1
2.1,2.15
2.05,2.2
2,2.25
1.95,2.3
1.9,2.35
1.9,2.4
1.85,2.45
1.8,2.5
1.75,2.55
1.75,2.6
1.7,2.65
1.7,2.7
1.65,2.75
1.6,2.8
1.6,2.85
1.55,2.9
1.55,2.95
1.5,3
1.5,3.05
1.45,3.1
1.45,3.15
1.4,3.2
1.4,3.25
1.4,3.3
1.35,3.35
1.35,3.4
1.3,3.45
1.3,3.5
1.3,3.55
1.3,3.6
1.3,3.65
1.3,3.69999999999999
1.3,3.74999999999999
1.3,3.79999999999999
1.3,3.84999999999999
1.3,3.89999999999999
1.3,3.94999999999999
1.3,3.99999999999999
1.3,4.04999999999999
1.3,4.09999999999999
1.3,4.14999999999999
1.3,4.19999999999999
1.3,4.24999999999999
1.35,4.29999999999999
1.35,4.34999999999999
1.35,4.39999999999999
1.35,4.44999999999999
1.35,4.49999999999999
